"id","host_response_rate","host_response_time","host_is_superhost","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","bed_type","price","weekly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","has_availability","last_review","review_scores_rating","instant_bookable","cancellation_policy","profit","days_listed"
"7091397","100%","within a day",TRUE,"Queen Anne","Bungalow","Entire home/apt",3,1,1,"Real Bed","150.00","$1,040.00","$300.00","$75.00",2,"$20.00",3,TRUE,2020-03-14,99,TRUE,"moderate",5303,36
"7095802","100%","within an hour",FALSE,"Central Area","House","Private room",2,1,1,"Real Bed","50.00","$315.00","$100.00","$25.00",1,"$10.00",1,TRUE,2020-03-08,87,TRUE,"moderate",5522,162
"7116795","100%","within an hour",TRUE,"Downtown","Apartment","Entire home/apt",5,1.5,2,"Real Bed","133.00","$1,100.00","$500.00","$165.00",2,"$50.00",1,TRUE,2020-06-10,95,TRUE,"moderate",2933,21
"7131797","100%","within an hour",TRUE,"West Seattle","Guesthouse","Entire home/apt",2,1,1,"Real Bed","77.00","$580.00","$200.00","$65.00",2,"$8.00",3,TRUE,2020-05-12,99,TRUE,"moderate",8048,102
"7153101","100%","within an hour",TRUE,"University District","Townhouse","Entire home/apt",6,2.5,3,"Real Bed","195.00",NA,"$1,500.00","$125.00",4,"$20.00",1,TRUE,2020-02-26,95,TRUE,"strict_14_with_grace_period",40966,167
"7178239","N/A","N/A",TRUE,"Other neighborhoods","House","Private room",3,1,1,"Real Bed","58.00","$340.00",NA,"$25.00",2,"$10.00",30,TRUE,2020-03-22,99,FALSE,"moderate",2740,45
"7198282","N/A","N/A",TRUE,"Northgate","House","Private room",2,1,1,"Real Bed","65.00","$300.00","$0.00","$0.00",1,"$5.00",2,TRUE,2020-03-11,99,TRUE,"moderate",8970,138
"7208439","100%","within an hour",TRUE,"Central Area","Apartment","Entire home/apt",4,1,1,"Real Bed","89.00","$730.00","$150.00","$69.00",2,"$29.00",2,TRUE,2020-03-14,98,FALSE,"moderate",8805,109
"7219541","100%","within an hour",TRUE,"Lake City","House","Private room",2,1,1,"Real Bed","65.00","$350.00","$0.00","$20.00",1,"$20.00",2,TRUE,2020-02-01,95,TRUE,"moderate",6240,90
"7227464","100%","within a few hours",TRUE,"Magnolia","Apartment","Entire home/apt",3,1,1,"Real Bed","149.00","$800.00","$0.00","$50.00",1,"$0.00",2,TRUE,2020-01-12,97,TRUE,"flexible",6556,44
"7245581","100%","within an hour",FALSE,"Other neighborhoods","House","Private room",1,1,1,"Real Bed","45.00",NA,"$150.00","$29.00",1,"$20.00",5,TRUE,2020-06-15,90,TRUE,"moderate",2546,54
"7247720","N/A","N/A",TRUE,"University District","House","Private room",2,1,1,"Real Bed","70.00","$500.00","$0.00","$25.00",2,"$30.00",2,TRUE,2020-01-19,99,TRUE,"moderate",1200,16
"7247767","N/A","N/A",TRUE,"University District","House","Private room",2,1,1,"Real Bed","78.00","$600.00","$0.00","$25.00",2,"$30.00",2,TRUE,2020-03-17,99,TRUE,"moderate",1360,16
"7257457","100%","within a few hours",TRUE,"West Seattle","Guest suite","Entire home/apt",4,1,2,"Real Bed","195.00",NA,"$350.00","$110.00",4,"$25.00",2,TRUE,2020-05-31,100,FALSE,"strict_14_with_grace_period",10940,43
"7262142","100%","within an hour",TRUE,"Rainier Valley","Guest suite","Entire home/apt",2,1,1,"Real Bed","70.00","$425.00","$250.00","$35.00",1,"$0.00",5,TRUE,2020-03-12,99,TRUE,"moderate",2150,37
"7264708","N/A","N/A",TRUE,"Magnolia","Apartment","Entire home/apt",4,1,2,"Real Bed","99.00",NA,"$350.00","$60.00",2,"$20.00",30,TRUE,2020-01-04,98,FALSE,"moderate",9108,92
"7275464","100%","within a few hours",TRUE,"Capitol Hill","Bungalow","Entire home/apt",2,1,0,"Real Bed","140.00","$800.00","$100.00","$50.00",1,"$0.00",2,TRUE,2020-01-19,99,FALSE,"flexible",10640,76
"7278583","100%","within an hour",TRUE,"West Seattle","House","Entire home/apt",7,2.5,3,"Real Bed","225.00","$1,700.00","$500.00","$200.00",5,"$50.00",2,TRUE,2020-05-31,97,FALSE,"strict_14_with_grace_period",14125,51
"7285916","100%","within an hour",TRUE,"Seward Park","House","Entire home/apt",2,1,1,"Real Bed","145.00","$675.00","$0.00","$35.00",1,"$0.00",2,TRUE,2020-06-13,99,TRUE,"moderate",2885,19
"7305969","100%","within a few hours",TRUE,"Central Area","Townhouse","Private room",2,1,1,"Real Bed","90.00",NA,"$0.00","$30.00",1,"$0.00",1,TRUE,2020-03-19,96,TRUE,"flexible",13850,155
"7327623","100%","within a few hours",TRUE,"Other neighborhoods","Loft","Entire home/apt",2,1,1,"Real Bed","95.00",NA,"$250.00","$75.00",2,"$20.00",2,TRUE,2020-03-06,98,FALSE,"flexible",3562,45
"7342445","100%","within a day",FALSE,"Rainier Valley","Guest suite","Entire home/apt",5,1,2,"Real Bed","126.00","$799.00","$750.00","$125.00",1,"$0.00",30,TRUE,2020-06-05,96,TRUE,"strict_14_with_grace_period",16520,99
"7344117","95%","within an hour",TRUE,"Central Area","Loft","Entire home/apt",6,2.5,3,"Real Bed","185.00",NA,"$500.00","$145.00",4,"$35.00",1,TRUE,2020-03-11,97,TRUE,"flexible",9401,58
"7349029","100%","within a few hours",TRUE,"West Seattle","Apartment","Entire home/apt",3,1,0,"Real Bed","95.00","$650.00","$0.00","$35.00",1,"$0.00",3,TRUE,2020-03-15,99,FALSE,"strict_14_with_grace_period",16585,167
"7350456","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",2,1,1,"Real Bed","63.00",NA,"$500.00",NA,2,"$10.00",30,TRUE,2020-05-12,95,TRUE,"moderate",11012,164
"7363727","N/A","N/A",TRUE,"Rainier Valley","Guest suite","Private room",2,1,1,"Real Bed","70.00","$539.00","$0.00","$26.00",1,"$0.00",2,TRUE,2020-03-01,97,FALSE,"moderate",156,2
"7411863","90%","within a day",FALSE,"Rainier Valley","House","Private room",1,2.5,1,"Real Bed","35.00",NA,NA,"$10.00",1,"$0.00",30,TRUE,2020-02-28,94,FALSE,"moderate",630,18
"7417852","N/A","N/A",TRUE,"Rainier Valley","House","Private room",2,1,1,"Real Bed","65.00","$320.00","$150.00","$50.00",1,"$10.00",1,TRUE,2020-04-05,99,TRUE,"moderate",5862,167
"7418693","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",4,1,2,"Real Bed","100.00",NA,"$0.00","$100.00",1,"$0.00",1,TRUE,2020-05-16,97,TRUE,"moderate",15359,96
"7418814","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,1,"Real Bed","86.00","$840.00","$150.00","$65.00",3,"$15.00",2,TRUE,2020-05-01,99,TRUE,"moderate",15800,167
"7420488","N/A","N/A",TRUE,"Rainier Valley","House","Private room",1,1,1,"Real Bed","45.00","$250.00","$150.00","$50.00",1,"$150.00",1,TRUE,2020-03-11,99,FALSE,"moderate",5015,167
"7439802","100%","within an hour",TRUE,"Cascade","Condominium","Entire home/apt",6,2,2,"Real Bed","375.00",NA,"$500.00","$125.00",6,"$0.00",2,TRUE,2020-05-31,100,FALSE,"flexible",13918,36
"7441508","N/A","N/A",TRUE,"Northgate","House","Private room",2,1,1,"Real Bed","65.00","$292.00","$0.00","$0.00",1,"$5.00",2,TRUE,2020-02-13,98,FALSE,"flexible",8970,138
"7457159","100%","within a few hours",TRUE,"Rainier Valley","Guest suite","Entire home/apt",2,1,1,"Real Bed","100.00","$600.00","$250.00","$50.00",2,"$20.00",3,TRUE,2020-03-21,98,FALSE,"moderate",9740,95
"7462250","100%","within an hour",TRUE,"West Seattle","House","Entire home/apt",3,1,0,"Real Bed","99.00",NA,"$125.00","$40.00",2,"$15.00",1,TRUE,2020-06-13,99,TRUE,"strict_14_with_grace_period",4368,37
"7483750","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Private room",2,1,1,"Real Bed","68.00","$470.00","$500.00","$0.00",2,"$25.00",30,TRUE,2020-05-30,95,TRUE,"moderate",10561,164
"7500191","100%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",2,1,0,"Real Bed","159.00","$1,195.00","$500.00","$119.00",2,"$0.00",2,TRUE,2020-03-15,99,FALSE,"flexible",9859,61
"7500976","100%","within an hour",TRUE,"Central Area","Guest suite","Entire home/apt",6,1,2,"Real Bed","125.00","$725.00","$500.00","$100.00",2,"$20.00",30,TRUE,2020-02-09,98,FALSE,"strict_14_with_grace_period",12567,147
"7502246","100%","within an hour",TRUE,"West Seattle","Cottage","Entire home/apt",4,1,2,"Real Bed","175.00",NA,"$200.00","$85.00",3,"$15.00",1,TRUE,2020-02-07,96,FALSE,"strict_14_with_grace_period",26179,115
"7531405","N/A","N/A",TRUE,"Central Area","Townhouse","Private room",4,1,1,"Real Bed","85.00","$660.00","$150.00","$45.00",2,"$10.00",2,TRUE,2020-03-11,98,FALSE,"moderate",14622,167
"7533537","100%","within an hour",TRUE,"West Seattle","Guesthouse","Entire home/apt",2,1,0,"Real Bed","95.00","$550.00","$100.00","$40.00",2,"$10.00",2,TRUE,2020-05-10,99,TRUE,"moderate",8910,112
"7547290","100%","within a few hours",FALSE,"Seward Park","Apartment","Entire home/apt",4,1,2,"Real Bed","90.00","$650.00","$150.00","$60.00",1,"$0.00",2,TRUE,2020-01-02,95,FALSE,"moderate",1490,16
"7563243","100%","within an hour",TRUE,"West Seattle","Yurt","Entire home/apt",4,1,0,"Real Bed","100.00","$695.00","$300.00","$29.00",2,"$10.00",1,TRUE,2020-06-07,100,TRUE,"moderate",2495,24
"7581631","100%","within an hour",TRUE,"Cascade","Apartment","Entire home/apt",4,1,2,"Real Bed","100.00","$725.00","$500.00","$115.00",2,"$0.00",30,TRUE,2020-03-30,98,TRUE,"strict_14_with_grace_period",11250,105
"7616008","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,0,"Real Bed","183.00","$975.00","$0.00","$47.00",3,"$20.00",30,TRUE,2020-06-15,94,TRUE,"strict_14_with_grace_period",1620,22
"7619060","N/A","N/A",TRUE,"Central Area","House","Private room",2,1,1,"Real Bed","69.00","$450.00","$200.00","$40.00",1,"$0.00",2,TRUE,2020-03-01,98,FALSE,"strict_14_with_grace_period",5533,77
"7619727","N/A","N/A",TRUE,"Other neighborhoods","House","Entire home/apt",6,1,3,"Real Bed","200.00",NA,"$0.00","$75.00",4,"$15.00",2,TRUE,2020-01-01,97,FALSE,"flexible",27725,138
"7636185","100%","within an hour",TRUE,"Beacon Hill","Guesthouse","Entire home/apt",3,1,0,"Real Bed","80.00","$550.00","$300.00","$100.00",2,"$40.00",2,TRUE,2020-02-19,98,FALSE,"strict_14_with_grace_period",8947,91
"7638263","100%","within an hour",TRUE,"Cascade","Townhouse","Private room",2,1.5,1,"Real Bed","75.00",NA,NA,"$35.00",1,"$15.00",2,TRUE,2020-05-31,100,TRUE,"moderate",1485,27
"7638282","100%","within a day",TRUE,"Northgate","Guesthouse","Entire home/apt",2,1,1,"Real Bed","112.00",NA,"$200.00","$35.00",2,"$20.00",2,TRUE,2020-03-08,100,FALSE,"moderate",7540,58
"7646637","100%","within an hour",TRUE,"Ballard","House","Entire home/apt",4,2,4,"Real Bed","209.00","$1,500.00","$0.00","$180.00",1,"$0.00",30,TRUE,2020-04-04,94,FALSE,"strict_14_with_grace_period",2925,13
"7661577","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,1,"Real Bed","99.00","$700.00","$0.00","$35.00",4,"$0.00",30,TRUE,2020-03-02,97,TRUE,"moderate",6184,76
"7697340","100%","within a few hours",TRUE,"Capitol Hill","Townhouse","Entire home/apt",8,2.5,3,"Real Bed","350.00","$4,000.00","$500.00","$200.00",6,"$50.00",1,TRUE,2020-02-17,97,FALSE,"strict_14_with_grace_period",41300,60
"7698701","100%","within a few hours",TRUE,"Other neighborhoods","House","Private room",3,1,1,"Futon","150.00",NA,"$200.00","$80.00",2,"$20.00",30,TRUE,2020-03-21,95,TRUE,"strict_14_with_grace_period",9131,136
"7713599","N/A","N/A",TRUE,"Delridge","Guest suite","Entire home/apt",5,1,2,"Real Bed","135.00",NA,"$300.00","$125.00",2,"$30.00",1,TRUE,2020-02-05,97,TRUE,"moderate",5390,77
"7735313","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","129.00",NA,"$250.00","$50.00",2,"$10.00",3,TRUE,2020-06-13,95,TRUE,"moderate",4003,36
"7745016","N/A","N/A",TRUE,"Rainier Valley","House","Private room",2,1,1,"Real Bed","35.00","$300.00","$100.00","$50.00",1,"$15.00",30,TRUE,2020-03-26,94,FALSE,"moderate",4920,123
"7745196","N/A","N/A",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,1,"Real Bed","133.00","$850.00","$199.00","$65.00",2,"$15.00",3,TRUE,2020-03-09,98,FALSE,"strict_14_with_grace_period",10285,77
"7746170","N/A","N/A",TRUE,"West Seattle","House","Private room",2,1,1,"Real Bed","70.00","$458.00","$0.00","$7.00",2,"$15.00",2,TRUE,2020-03-15,96,TRUE,"moderate",280,4
"7748349","N/A","N/A",TRUE,"Northgate","House","Private room",2,1,1,"Real Bed","65.00","$350.00","$0.00","$0.00",1,"$5.00",2,TRUE,2020-03-10,98,TRUE,"flexible",10855,167
"7772661","100%","within an hour",TRUE,"Queen Anne","House","Entire home/apt",2,1,1,"Real Bed","98.00",NA,"$350.00","$100.00",2,"$50.00",3,TRUE,2020-05-18,99,FALSE,"moderate",755,5
"7773668","N/A","N/A",FALSE,"Capitol Hill","Apartment","Private room",2,1,1,"Real Bed","92.00","$600.00","$150.00","$40.00",1,"$0.00",30,TRUE,2020-01-11,97,FALSE,"strict_14_with_grace_period",276,3
"7789438","90%","within a few hours",TRUE,"Capitol Hill","Apartment","Entire home/apt",2,1,1,"Real Bed","145.00",NA,"$750.00","$125.00",1,"$25.00",2,TRUE,2020-05-18,99,FALSE,"strict_14_with_grace_period",1365,13
"7800238","100%","within an hour",TRUE,"Beacon Hill","Tiny house","Entire home/apt",2,1,1,"Real Bed","85.00","$500.00",NA,"$25.00",1,"$0.00",30,TRUE,2020-06-06,99,TRUE,"flexible",3145,37
"7805332","50%","within a day",FALSE,"Capitol Hill","House","Entire home/apt",2,1,0,"Real Bed","76.00","$575.00","$100.00","$50.00",2,"$10.00",5,TRUE,2020-02-22,94,TRUE,"flexible",10272,167
"7823973","100%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",2,1,1,"Real Bed","125.00","$800.00","$1,000.00","$100.00",1,"$10.00",30,TRUE,2020-03-27,99,FALSE,"strict_14_with_grace_period",9828,126
"7826131","N/A","N/A",FALSE,"Other neighborhoods","Apartment","Entire home/apt",2,1,1,"Real Bed","80.00",NA,"$400.00","$50.00",2,"$20.00",2,TRUE,2020-01-02,99,TRUE,"strict_14_with_grace_period",14080,167
"7839535","N/A","N/A",TRUE,"Queen Anne","House","Private room",2,1,1,"Real Bed","74.00","$446.00","$0.00","$49.00",2,"$7.00",30,TRUE,2020-03-23,97,FALSE,"moderate",7950,106
"7843995","100%","within an hour",FALSE,"Capitol Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","129.00",NA,"$200.00","$100.00",2,"$10.00",30,TRUE,2020-05-29,95,TRUE,"moderate",9222,72
"7860837","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,1,"Real Bed","99.00","$700.00","$100.00",NA,2,"$5.00",30,TRUE,2020-03-01,98,FALSE,"strict_14_with_grace_period",8217,83
"7873789","N/A","N/A",TRUE,"Ballard","Guest suite","Entire home/apt",7,1,2,"Real Bed","98.00","$613.00","$0.00","$10.00",3,"$15.00",1,TRUE,2020-03-07,97,FALSE,"strict_14_with_grace_period",17326,167
"7886645","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","99.00",NA,"$0.00","$61.00",1,"$0.00",2,TRUE,2020-04-11,100,FALSE,"strict_14_with_grace_period",3679,53
"7886656","100%","within a few hours",TRUE,"West Seattle","Apartment","Entire home/apt",4,1,2,"Real Bed","150.00","$1,000.00","$500.00","$50.00",1,"$0.00",2,TRUE,2020-05-24,96,FALSE,"moderate",2326,27
"7902005","100%","within a few hours",FALSE,"Magnolia","Guest suite","Entire home/apt",2,1,1,"Real Bed","199.00",NA,"$150.00","$75.00",2,"$25.00",2,TRUE,2020-05-18,99,FALSE,"moderate",17313,87
"7922013","N/A","N/A",FALSE,"Rainier Valley","House","Private room",2,1,1,"Real Bed","56.00",NA,"$0.00","$20.00",1,"$30.00",3,TRUE,2020-02-17,96,TRUE,"strict_14_with_grace_period",4312,77
"7952930","100%","within an hour",FALSE,"Northgate","House","Entire home/apt",4,1,2,"Real Bed","80.00","$536.00",NA,"$20.00",1,"$0.00",30,TRUE,2020-02-10,94,FALSE,"flexible",2930,36
"7995944","100%","within an hour",FALSE,"Northgate","Guest suite","Entire home/apt",2,1,1,"Real Bed","72.00","$600.00","$100.00","$30.00",2,"$20.00",2,TRUE,2020-06-10,95,FALSE,"strict_14_with_grace_period",5660,127
"8017832","100%","within an hour",TRUE,"West Seattle","Townhouse","Private room",1,1,1,"Real Bed","49.00","$343.00","$0.00","$18.00",1,"$40.00",1,TRUE,2020-06-06,97,FALSE,"flexible",6125,131
"8029177","100%","within a few hours",TRUE,"Magnolia","Guest suite","Entire home/apt",2,1,1,"Real Bed","100.00","$700.00",NA,"$88.00",1,"$0.00",1,TRUE,2020-01-20,97,TRUE,"flexible",4625,50
"8054902","N/A","N/A",TRUE,"Other neighborhoods","Apartment","Entire home/apt",6,1,2,"Real Bed","179.00",NA,"$300.00","$89.00",2,"$10.00",1,TRUE,2020-03-19,98,TRUE,"strict_14_with_grace_period",30793,167
"8080939","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",6,1,2,"Real Bed","180.00","$1,200.00","$300.00","$85.00",1,"$0.00",2,TRUE,2020-03-19,97,FALSE,"strict_14_with_grace_period",9520,46
"8081658","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",6,1,2,"Real Bed","175.00","$1,100.00","$300.00","$85.00",1,"$0.00",2,TRUE,2020-05-21,98,FALSE,"strict_14_with_grace_period",495,3
"8101791","100%","within an hour",FALSE,"Other neighborhoods","House","Entire home/apt",2,1,1,"Real Bed","79.00","$600.00","$100.00","$50.00",2,"$30.00",5,TRUE,2020-06-05,91,FALSE,"strict_14_with_grace_period",4244,36
"8102349","100%","within an hour",TRUE,"West Seattle","Guest suite","Private room",2,1,1,"Real Bed","50.00","$450.00","$0.00","$30.00",1,"$0.00",1,TRUE,2020-06-07,97,TRUE,"moderate",5797,111
"8165389","90%","within a few hours",TRUE,"University District","Apartment","Entire home/apt",4,1,2,"Real Bed","175.00",NA,"$1,000.00","$99.00",4,"$20.00",5,TRUE,2020-04-28,98,FALSE,"moderate",30385,161
"8194782","100%","within an hour",TRUE,"West Seattle","Guesthouse","Entire home/apt",2,1,1,"Real Bed","99.00","$750.00","$100.00","$50.00",1,"$0.00",2,TRUE,2020-06-10,99,FALSE,"moderate",2132,23
"8242212","100%","within an hour",FALSE,"Central Area","Guest suite","Entire home/apt",3,1,1,"Real Bed","105.00","$625.00","$200.00","$60.00",1,"$0.00",2,TRUE,2020-06-05,92,FALSE,"strict_14_with_grace_period",5676,58
"8255615","100%","within an hour",TRUE,"Ballard","Guesthouse","Entire home/apt",3,1,1,"Real Bed","100.00","$600.00",NA,"$25.00",1,"$0.00",3,TRUE,2020-03-15,98,FALSE,"moderate",5089,56
"8290643","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,0,"Real Bed","105.00",NA,"$0.00","$50.00",2,"$20.00",2,TRUE,2020-06-01,98,FALSE,"flexible",17337,157
"8385444","100%","within an hour",TRUE,"Northgate","Apartment","Entire home/apt",5,1,1,"Real Bed","82.00","$405.00","$250.00","$40.00",2,"$20.00",30,TRUE,2020-05-04,96,FALSE,"moderate",5744,73
"8404265","100%","within an hour",TRUE,"West Seattle","Guest suite","Entire home/apt",4,1,1,"Real Bed","109.00",NA,"$1,000.00","$70.00",2,"$10.00",2,TRUE,2020-06-17,96,FALSE,"moderate",7262,55
"8409750","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",6,1,2,"Real Bed","199.00",NA,"$300.00","$115.00",1,"$0.00",2,TRUE,2020-04-09,97,TRUE,"strict_14_with_grace_period",21402,98
"8410028","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","120.00",NA,"$200.00","$60.00",2,"$10.00",4,TRUE,2020-04-28,97,FALSE,"strict_14_with_grace_period",17628,166
"8418650","100%","within an hour",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,2,"Real Bed","110.00","$575.00","$500.00","$65.00",3,"$12.00",30,TRUE,2020-03-17,99,FALSE,"moderate",7335,64
"8425013","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",10,3.5,5,"Real Bed","350.00",NA,"$275.00","$250.00",1,"$0.00",3,TRUE,2020-06-01,97,TRUE,"flexible",18806,46
"8426827","100%","within an hour",TRUE,"Ballard","Apartment","Entire home/apt",4,1,1,"Real Bed","115.00","$800.00","$500.00","$95.00",2,"$15.00",7,TRUE,2020-05-20,98,FALSE,"moderate",955,7
"8505940","100%","within an hour",TRUE,"Capitol Hill","House","Private room",2,2,1,"Real Bed","63.00",NA,"$0.00","$20.00",1,"$0.00",3,TRUE,2020-03-16,99,FALSE,"flexible",6738,167
"8507062","100%","within an hour",TRUE,"Capitol Hill","House","Private room",2,2,1,"Real Bed","63.00",NA,"$0.00","$20.00",1,"$0.00",3,TRUE,2020-03-16,99,FALSE,"flexible",7068,167
"8515408","100%","within an hour",TRUE,"Queen Anne","Guesthouse","Entire home/apt",2,1,0,"Real Bed","81.00","$700.00","$400.00","$150.00",1,"$0.00",30,TRUE,2020-03-05,99,FALSE,"moderate",8748,108
"8524349","100%","within an hour",TRUE,"Ballard","Apartment","Entire home/apt",3,1,1,"Real Bed","80.00","$650.00","$500.00","$80.00",2,"$15.00",7,TRUE,2020-05-19,98,FALSE,"moderate",2400,32
"8533375","N/A","N/A",TRUE,"Other neighborhoods","House","Entire home/apt",2,1,1,"Real Bed","105.00","$600.00",NA,"$25.00",1,"$0.00",2,TRUE,2020-03-09,95,TRUE,"moderate",480,6
"8570726","75%","within a few hours",TRUE,"Queen Anne","House","Entire home/apt",10,3.5,5,"Real Bed","550.00",NA,"$700.00","$250.00",1,"$0.00",3,TRUE,2020-01-29,99,FALSE,"strict_14_with_grace_period",17650,25
"8612922","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,1,"Real Bed","100.00","$800.00","$200.00","$30.00",2,"$0.00",1,TRUE,2020-06-02,98,FALSE,"flexible",3100,31
"8616488","100%","within a few hours",TRUE,"Capitol Hill","Condominium","Entire home/apt",2,1,0,"Real Bed","111.00","$553.00","$0.00","$0.00",1,"$0.00",1,TRUE,2020-03-08,97,FALSE,"strict_14_with_grace_period",12170,136
"8627921","100%","within an hour",TRUE,"Rainier Valley","Guest suite","Entire home/apt",4,1,1,"Real Bed","70.00","$400.00",NA,NA,2,"$10.00",2,TRUE,2020-05-26,98,FALSE,"flexible",2926,35
"8630702","100%","within an hour",TRUE,"Ballard","Apartment","Entire home/apt",6,1,2,"Real Bed","115.00",NA,"$100.00","$110.00",4,"$0.00",2,TRUE,2020-06-01,98,TRUE,"moderate",4387,77
"8632651","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,2,"Real Bed","135.00","$1,000.00","$250.00","$85.00",1,"$0.00",2,TRUE,2020-06-12,96,FALSE,"strict_14_with_grace_period",1875,15
"8637174","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",6,1,0,"Real Bed","109.00","$750.00","$0.00","$70.00",2,"$8.00",3,TRUE,2020-03-09,94,TRUE,"flexible",6309,62
"8684315","N/A","N/A",TRUE,"Capitol Hill","Townhouse","Private room",2,1.5,1,"Real Bed","66.00","$510.00","$0.00","$30.00",1,"$0.00",1,TRUE,2020-03-17,99,FALSE,"strict_14_with_grace_period",14558,167
"8686344","N/A","N/A",TRUE,"Queen Anne","Bungalow","Private room",4,1,1,"Real Bed","100.00",NA,NA,NA,2,"$40.00",1,TRUE,2020-03-15,99,TRUE,"flexible",4169,49
"8701578","83%","within a few hours",FALSE,"Downtown","Apartment","Entire home/apt",2,1,1,"Real Bed","77.00",NA,"$1,000.00","$120.00",2,"$15.00",89,TRUE,2020-01-06,97,FALSE,"strict_14_with_grace_period",77,1
"8717068","100%","within an hour",TRUE,"Lake City","Tiny house","Entire home/apt",2,1,1,"Futon","65.00","$380.00","$0.00","$20.00",1,"$10.00",2,TRUE,2020-05-22,98,FALSE,"moderate",8709,167
"8717758","0%","a few days or more",TRUE,"Other neighborhoods","House","Private room",1,1,1,"Real Bed","30.00","$250.00","$250.00","$50.00",1,"$0.00",30,TRUE,2020-01-27,96,FALSE,"strict_14_with_grace_period",390,13
"8734809","N/A","N/A",TRUE,"Rainier Valley","Guest suite","Entire home/apt",4,1,1,"Real Bed","85.00","$490.00","$0.00","$50.00",2,"$5.00",30,TRUE,2020-01-02,98,TRUE,"strict_14_with_grace_period",13485,167
"8780358","100%","within an hour",TRUE,"West Seattle","Guest suite","Entire home/apt",4,1,1,"Real Bed","114.00",NA,"$0.00","$60.00",2,"$40.00",1,TRUE,2020-03-08,97,FALSE,"strict_14_with_grace_period",5475,47
"8785768","100%","within a few hours",TRUE,"Beacon Hill","Townhouse","Private room",2,1,1,"Real Bed","85.00","$500.00","$0.00","$44.00",2,"$0.00",1,TRUE,2020-03-12,99,FALSE,"flexible",1760,20
"8799162","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","75.00",NA,"$0.00","$20.00",2,"$20.00",2,TRUE,2020-02-16,94,FALSE,"flexible",1200,18
"8847951","100%","within an hour",FALSE,"Delridge","Apartment","Entire home/apt",4,1,2,"Real Bed","99.00","$450.00","$100.00","$60.00",2,"$20.00",2,TRUE,2020-03-20,96,TRUE,"strict_14_with_grace_period",2070,24
"8866927","100%","within an hour",TRUE,"Ballard","Bungalow","Entire home/apt",2,1,1,"Real Bed","77.00","$450.00","$0.00","$35.00",2,"$15.00",3,TRUE,2020-06-01,99,FALSE,"moderate",7881,104
"8870139","100%","within a day",TRUE,"Northgate","Apartment","Entire home/apt",4,1,0,"Real Bed","79.00","$475.00","$150.00","$85.00",2,"$25.00",3,TRUE,2020-04-20,99,FALSE,"moderate",4425,59
"8884826","100%","within a few hours",FALSE,"Central Area","Townhouse","Entire home/apt",5,1.5,2,"Real Bed","142.00",NA,"$350.00","$100.00",2,"$15.00",3,TRUE,2020-05-31,97,FALSE,"strict_14_with_grace_period",6713,90
"8923774","N/A","N/A",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,0,"Real Bed","85.00","$500.00","$350.00","$80.00",2,"$15.00",1,TRUE,2020-01-03,99,FALSE,"strict_14_with_grace_period",18049,167
"8941541","100%","within a few hours",TRUE,"Capitol Hill","Townhouse","Entire home/apt",5,1,2,"Real Bed","145.00","$655.00","$300.00","$65.00",3,"$25.00",4,TRUE,2020-06-13,98,FALSE,"moderate",8909,99
"9013441","100%","within an hour",TRUE,"Beacon Hill","Guest suite","Entire home/apt",3,1,1,"Real Bed","80.00","$500.00","$100.00","$0.00",2,"$0.00",5,TRUE,2020-03-29,100,FALSE,"moderate",8669,106
