"id","host_response_rate","host_response_time","host_is_superhost","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","bed_type","price","weekly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","has_availability","last_review","review_scores_rating","instant_bookable","cancellation_policy","profit","days_listed"
"23025593","95%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","150.00",NA,"$200.00","$65.00",2,"$10.00",1,TRUE,2020-06-14,97,TRUE,"moderate",2783,27
"23042701","75%","within a day",TRUE,"Central Area","House","Private room",2,1,1,"Real Bed","50.00",NA,"$0.00","$20.00",1,"$0.00",2,TRUE,2020-04-04,99,FALSE,"strict_14_with_grace_period",1459,13
"23060625","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",5,1,1,"Real Bed","155.00",NA,"$300.00","$150.00",2,"$10.00",1,TRUE,2020-04-09,98,TRUE,"moderate",4114,23
"23073963","75%","within a day",FALSE,"Seward Park","Guest suite","Entire home/apt",4,1,2,"Real Bed","101.00",NA,"$0.00","$100.00",2,"$15.00",30,TRUE,2020-02-09,96,FALSE,"strict_14_with_grace_period",101,1
"23075059","100%","within an hour",TRUE,"Downtown","Apartment","Entire home/apt",3,1,0,"Real Bed","108.00",NA,"$0.00","$75.00",4,"$20.00",30,TRUE,2020-06-11,98,TRUE,"moderate",523,6
"23080440","86%","within a few hours",FALSE,"Other neighborhoods","House","Entire home/apt",12,3,4,"Real Bed","475.00",NA,"$300.00","$125.00",12,"$25.00",30,TRUE,2020-03-01,94,TRUE,"strict_14_with_grace_period",100525,167
"23104353","100%","within an hour",TRUE,"Other neighborhoods","Townhouse","Entire home/apt",6,2.5,2,"Real Bed","155.00",NA,"$1,000.00","$217.00",1,"$0.00",2,TRUE,2020-06-16,98,TRUE,"flexible",29465,149
"23111768","N/A","N/A",TRUE,"West Seattle","Guest suite","Entire home/apt",2,1,1,"Real Bed","109.00",NA,"$0.00","$42.00",1,"$0.00",2,TRUE,2020-03-14,99,TRUE,"moderate",7161,46
"23124199","100%","within a few hours",TRUE,"Rainier Valley","Guesthouse","Entire home/apt",2,1,1,"Real Bed","250.00",NA,"$500.00","$0.00",2,"$50.00",1,TRUE,2020-06-13,100,FALSE,"moderate",2800,14
"23127965","100%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1,1,"Real Bed","134.00",NA,"$100.00","$97.00",1,"$0.00",30,TRUE,2020-04-17,99,FALSE,"strict_14_with_grace_period",2615,31
"23131508","100%","within an hour",FALSE,"Magnolia","Apartment","Entire home/apt",2,1,1,"Real Bed","90.00",NA,"$0.00","$10.00",1,"$0.00",1,TRUE,2020-06-10,96,TRUE,"flexible",8460,94
"23131522","92%","within a few hours",FALSE,"West Seattle","House","Entire home/apt",8,2,3,"Real Bed","160.00",NA,"$100.00","$99.00",8,"$20.00",2,TRUE,2020-06-03,95,TRUE,"strict_14_with_grace_period",13135,49
"23132950","100%","within an hour",FALSE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","41.00",NA,"$0.00","$35.00",1,"$10.00",2,TRUE,2020-04-11,93,FALSE,"moderate",200,5
"23133750","100%","within an hour",FALSE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","40.00",NA,"$0.00","$35.00",1,"$10.00",2,TRUE,2020-02-15,94,FALSE,"moderate",1790,44
"23201936","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",5,1,1,"Real Bed","199.00",NA,"$500.00","$60.00",2,"$40.00",1,TRUE,2020-02-23,99,FALSE,"strict_14_with_grace_period",35633,167
"23233095","95%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","150.00",NA,"$250.00","$120.00",2,"$10.00",30,TRUE,2020-05-31,97,TRUE,"moderate",10494,116
"23237667","50%","within a day",FALSE,"Capitol Hill","Guest suite","Entire home/apt",2,1,1,"Real Bed","120.00",NA,"$0.00","$35.00",2,"$20.00",2,TRUE,2020-04-26,94,TRUE,"moderate",11763,167
"23254125","N/A","N/A",TRUE,"Central Area","Guest suite","Entire home/apt",3,1,2,"Real Bed","99.00",NA,"$100.00","$55.00",3,"$10.00",2,TRUE,2020-02-25,97,TRUE,"strict_14_with_grace_period",23485,166
"23272907","100%","within an hour",FALSE,"Queen Anne","Apartment","Entire home/apt",3,1,1,"Real Bed","95.00",NA,"$250.00","$60.00",2,"$10.00",1,TRUE,2020-06-07,98,TRUE,"moderate",4110,32
"23274254","100%","within a few hours",TRUE,"Central Area","Guesthouse","Entire home/apt",2,1,1,"Real Bed","165.00",NA,"$150.00","$30.00",3,"$75.00",30,TRUE,2020-04-15,97,FALSE,"moderate",32293,166
"23275901","N/A","N/A",FALSE,"West Seattle","Apartment","Entire home/apt",4,2,2,"Real Bed","245.00",NA,"$0.00","$80.00",1,"$0.00",30,TRUE,2020-01-20,96,TRUE,"strict_14_with_grace_period",2940,12
"23278753","100%","within an hour",TRUE,"Queen Anne","House","Private room",2,1,1,"Real Bed","54.00",NA,"$250.00","$75.00",2,"$35.00",30,TRUE,2020-05-25,97,FALSE,"strict_14_with_grace_period",4031,111
"23293234","100%","within an hour",TRUE,"Ballard","Guesthouse","Entire home/apt",4,1,1,"Real Bed","90.00",NA,"$0.00","$75.00",1,"$0.00",2,TRUE,2020-06-09,100,TRUE,"flexible",11911,131
"23327620","N/A","N/A",TRUE,"Beacon Hill","House","Private room",2,2,1,"Real Bed","65.00",NA,"$0.00","$22.00",1,"$0.00",2,TRUE,2020-04-11,98,FALSE,"flexible",7805,167
"23329400","100%","within a few hours",FALSE,"Other neighborhoods","Apartment","Entire home/apt",5,1,2,"Real Bed","100.00",NA,"$500.00","$100.00",2,"$10.00",2,TRUE,2020-02-26,94,FALSE,"moderate",13219,105
"23355289","100%","within a few hours",TRUE,"Ballard","Cottage","Entire home/apt",2,1,1,"Real Bed","111.00",NA,"$500.00","$60.00",2,"$15.00",3,TRUE,2020-03-15,99,FALSE,"moderate",12865,135
"23357945","N/A","N/A",TRUE,"Beacon Hill","Townhouse","Private room",4,1,2,"Real Bed","45.00",NA,"$0.00","$45.00",1,"$0.00",1,TRUE,2020-03-13,98,TRUE,"strict_14_with_grace_period",244,2
"23371368","100%","within a few hours",TRUE,"West Seattle","House","Entire home/apt",4,1,2,"Real Bed","60.00",NA,"$500.00","$200.00",1,"$0.00",45,TRUE,2020-02-25,100,TRUE,"strict_14_with_grace_period",6032,167
"23376436","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",4,1,1,"Real Bed","74.00",NA,"$1,500.00","$105.00",1,"$0.00",2,TRUE,2020-05-12,96,FALSE,"strict_14_with_grace_period",23394,122
"23400755","100%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1,1,"Real Bed","150.00",NA,"$250.00","$70.00",2,"$10.00",1,TRUE,2020-06-03,97,TRUE,"moderate",8593,45
"23409619","88%","within an hour",FALSE,"Other neighborhoods","Townhouse","Entire home/apt",7,2.5,3,"Real Bed","250.00",NA,"$0.00","$135.00",5,"$50.00",2,TRUE,2020-06-14,95,TRUE,"flexible",7262,43
"23414672","100%","within an hour",TRUE,"Rainier Valley","Guest suite","Entire home/apt",4,1,1,"Real Bed","71.00",NA,"$0.00","$75.00",2,"$10.00",2,TRUE,2020-04-12,99,FALSE,"flexible",550,6
"23451023","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",3,1,0,"Real Bed","179.00",NA,"$1,000.00","$70.00",2,"$15.00",2,TRUE,2020-05-24,99,TRUE,"moderate",21094,167
"23454419","100%","within an hour",TRUE,"Delridge","Guest suite","Entire home/apt",3,1,1,"Real Bed","75.00",NA,"$100.00","$50.00",3,"$10.00",1,TRUE,2020-06-15,99,TRUE,"strict_14_with_grace_period",2432,34
"23469069","100%","within an hour",TRUE,"Queen Anne","Guesthouse","Entire home/apt",3,1,0,"Real Bed","80.00",NA,"$150.00","$65.00",2,"$10.00",4,TRUE,2020-06-08,99,TRUE,"moderate",1144,12
"23505924","N/A","N/A",TRUE,"Rainier Valley","House","Private room",3,1,1,"Real Bed","48.00",NA,"$450.00","$10.00",2,"$25.00",2,TRUE,2020-02-23,100,FALSE,"moderate",12920,152
"23527657","100%","within a few hours",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","95.00",NA,"$0.00","$50.00",2,"$40.00",2,TRUE,2020-05-11,98,TRUE,"moderate",12159,153
"23533370","90%","within a day",FALSE,"Capitol Hill","Condominium","Entire home/apt",6,1,2,"Real Bed","70.00",NA,"$0.00","$137.00",6,"$0.00",30,TRUE,2020-01-20,89,FALSE,"flexible",5953,31
"23541178","100%","within a day",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,1,"Real Bed","112.00",NA,"$500.00","$95.00",1,"$10.00",2,TRUE,2020-03-01,100,FALSE,"strict_14_with_grace_period",12180,70
"23548888","100%","within an hour",TRUE,"Northgate","House","Entire home/apt",8,2.5,3,"Real Bed","95.00",NA,"$200.00","$75.00",1,"$15.00",1,TRUE,2020-06-12,96,FALSE,"strict_14_with_grace_period",4886,58
"23555082","90%","within a day",FALSE,"Capitol Hill","Condominium","Entire home/apt",4,1,1,"Real Bed","70.00",NA,"$0.00","$125.00",4,"$0.00",1,TRUE,2020-02-16,86,FALSE,"flexible",241,3
"23555397","90%","within a day",FALSE,"Capitol Hill","Condominium","Entire home/apt",4,1,1,"Real Bed","70.00",NA,"$0.00","$125.00",1,"$0.00",1,TRUE,2020-04-15,89,FALSE,"flexible",3136,30
"23595033","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,0,"Real Bed","85.00",NA,"$150.00","$75.00",4,"$15.00",1,TRUE,2020-03-07,98,TRUE,"strict_14_with_grace_period",20565,167
"23622449","100%","within an hour",FALSE,"Interbay","Apartment","Entire home/apt",3,1,1,"Real Bed","100.00",NA,"$250.00","$25.00",1,"$0.00",2,TRUE,2020-02-23,97,TRUE,"strict_14_with_grace_period",7700,77
"23646807","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","199.00",NA,"$0.00","$60.00",4,"$20.00",30,TRUE,2020-06-14,93,TRUE,"strict_14_with_grace_period",2570,30
"23667548","100%","within an hour",TRUE,"Rainier Valley","Guest suite","Entire home/apt",4,1,1,"Real Bed","90.00",NA,"$0.00","$40.00",2,"$25.00",1,TRUE,2020-06-15,98,TRUE,"moderate",934,14
"23670997","100%","within an hour",TRUE,"Ballard","Guesthouse","Entire home/apt",4,1,1,"Real Bed","98.00",NA,"$300.00","$85.00",2,"$15.00",1,TRUE,2020-03-27,97,TRUE,"strict_14_with_grace_period",18190,104
"23688200","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",8,1.5,2,"Real Bed","300.00",NA,"$1,000.00","$150.00",6,"$25.00",30,TRUE,2020-04-30,98,FALSE,"moderate",32550,106
"23698647","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",23,3,8,"Real Bed","751.00",NA,"$1,500.00","$347.00",16,"$29.00",1,TRUE,2020-03-14,93,TRUE,"strict_14_with_grace_period",32936,37
"23700263","100%","within an hour",TRUE,"Capitol Hill","Townhouse","Entire home/apt",11,2.5,3,"Real Bed","405.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-02-19,98,TRUE,"strict_14_with_grace_period",75130,166
"23700774","100%","within an hour",TRUE,"Central Area","Townhouse","Entire home/apt",10,2.5,3,"Real Bed","324.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-02-23,98,TRUE,"strict_14_with_grace_period",3208,7
"23702520","100%","within an hour",TRUE,"Central Area","Townhouse","Entire home/apt",9,3.5,3,"Real Bed","462.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-02-23,98,TRUE,"strict_14_with_grace_period",22768,40
"23702901","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",12,2,3,"Real Bed","289.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-02-02,97,TRUE,"strict_14_with_grace_period",34107,75
"23703583","100%","within an hour",TRUE,"Capitol Hill","Townhouse","Entire home/apt",11,3,3,"Real Bed","358.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-03-01,99,TRUE,"strict_14_with_grace_period",61443,145
"23705000","100%","within an hour",TRUE,"Central Area","Townhouse","Entire home/apt",10,2.5,3,"Real Bed","324.00",NA,"$1,000.00","$173.00",6,"$29.00",1,TRUE,2020-02-17,94,TRUE,"strict_14_with_grace_period",1678,4
"23716208","100%","within an hour",TRUE,"Central Area","Guest suite","Entire home/apt",2,1,1,"Real Bed","70.00",NA,"$0.00","$45.00",2,"$10.00",1,TRUE,2020-03-01,96,FALSE,"moderate",2812,16
"23724477","100%","within an hour",TRUE,"Other neighborhoods","Guesthouse","Entire home/apt",4,1,1,"Real Bed","57.00",NA,"$1,500.00","$84.00",2,"$14.00",2,TRUE,2020-04-19,94,FALSE,"strict_14_with_grace_period",18514,134
"23770520","100%","within an hour",TRUE,"Rainier Valley","Bungalow","Entire home/apt",4,1,2,"Real Bed","150.00",NA,"$0.00","$75.00",4,"$50.00",1,TRUE,2020-05-17,94,TRUE,"moderate",800,8
"23771340","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,1,1,"Real Bed","48.00",NA,"$500.00","$0.00",1,"$10.00",1,TRUE,2020-06-01,87,TRUE,"strict_14_with_grace_period",10860,108
"23781996","N/A","N/A",TRUE,"West Seattle","Guest suite","Entire home/apt",2,1,1,"Real Bed","93.00",NA,"$2,500.00","$75.00",2,"$0.00",2,TRUE,2020-02-16,99,FALSE,"flexible",8931,91
"23784337","97%","within a few hours",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","60.00",NA,"$0.00","$30.00",1,"$0.00",7,TRUE,2020-03-14,98,FALSE,"moderate",5805,92
"23786099","N/A","N/A",FALSE,"Queen Anne","Apartment","Entire home/apt",4,1,2,"Real Bed","175.00",NA,"$0.00","$75.00",2,"$5.00",2,TRUE,2020-01-31,98,FALSE,"moderate",21054,166
"23807521","50%","within a day",TRUE,"Capitol Hill","Apartment","Entire home/apt",4,1,2,"Real Bed","149.00",NA,"$150.00","$50.00",2,"$50.00",1,TRUE,2020-03-13,100,TRUE,"flexible",23983,157
"23842805","N/A","N/A",TRUE,"West Seattle","House","Entire home/apt",4,1,2,"Real Bed","150.00",NA,"$300.00","$120.00",2,"$0.00",2,TRUE,2020-03-20,99,TRUE,"moderate",24575,163
"23852762","100%","within an hour",TRUE,"Ballard","Townhouse","Entire home/apt",6,3,3,"Real Bed","300.00",NA,"$250.00","$130.00",6,"$25.00",30,TRUE,2020-03-15,98,TRUE,"moderate",14728,63
"23877351","100%","within an hour",FALSE,"Cascade","Apartment","Entire home/apt",6,1,2,"Real Bed","160.00",NA,"$0.00","$99.00",3,"$25.00",1,TRUE,2020-05-17,93,TRUE,"moderate",1698,15
"23878580","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","150.00",NA,"$0.00","$50.00",2,"$75.00",2,TRUE,2020-02-22,100,TRUE,"moderate",105,1
"23895640","100%","within an hour",FALSE,"West Seattle","House","Private room",2,2,1,"Real Bed","30.00",NA,"$500.00","$30.00",2,"$15.00",30,TRUE,2020-05-08,90,FALSE,"strict_14_with_grace_period",5252,167
"23902767","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",3,1,1,"Real Bed","75.00",NA,"$0.00","$40.00",2,"$5.00",2,TRUE,2020-03-17,98,TRUE,"flexible",6542,75
"23904625","N/A","N/A",FALSE,"Beacon Hill","Apartment","Entire home/apt",6,1.5,3,"Real Bed","140.00",NA,"$0.00","$90.00",4,"$15.00",2,TRUE,2020-02-17,95,FALSE,"moderate",910,7
"23935832","97%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",3,1,2,"Real Bed","350.00",NA,"$300.00","$129.00",3,"$30.00",30,TRUE,2020-02-02,91,TRUE,"strict_14_with_grace_period",27772,63
"23967097","100%","within an hour",FALSE,"Cascade","Houseboat","Entire home/apt",3,1,1,"Real Bed","175.00",NA,"$150.00","$60.00",1,"$0.00",1,TRUE,2020-06-12,92,FALSE,"strict_14_with_grace_period",21275,78
"23983017","97%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,0,"Real Bed","169.00",NA,"$300.00","$89.00",2,"$30.00",2,TRUE,2020-02-25,80,TRUE,"strict_14_with_grace_period",27851,162
"23983021","97%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,0,"Real Bed","169.00",NA,"$300.00","$89.00",2,"$30.00",2,TRUE,2020-03-27,98,TRUE,"strict_14_with_grace_period",11870,80
"23994302","100%","within an hour",TRUE,"Other neighborhoods","Guesthouse","Entire home/apt",4,1,1,"Real Bed","125.00",NA,"$250.00","$40.00",1,"$0.00",1,TRUE,2020-03-08,98,TRUE,"flexible",17042,167
"23996840","100%","within an hour",TRUE,"Delridge","Guesthouse","Entire home/apt",3,1,0,"Real Bed","85.00",NA,"$0.00","$30.00",2,"$25.00",30,TRUE,2020-06-06,100,FALSE,"strict_14_with_grace_period",14405,161
"23997376","83%","within an hour",FALSE,"Beacon Hill","Guesthouse","Entire home/apt",5,1,2,"Real Bed","82.00",NA,NA,"$55.00",1,"$0.00",30,TRUE,2020-02-29,87,FALSE,"flexible",6068,74
"23999507","91%","within an hour",TRUE,"Other neighborhoods","Townhouse","Entire home/apt",4,1.5,2,"Real Bed","149.00",NA,"$100.00","$139.00",4,"$15.00",2,TRUE,2020-01-25,97,FALSE,"strict_14_with_grace_period",14795,123
"24010697","90%","within a day",FALSE,"Central Area","House","Entire home/apt",8,2.5,3,"Real Bed","120.00",NA,"$200.00","$171.00",1,"$0.00",1,TRUE,2020-02-23,93,FALSE,"flexible",8182,22
"24015983","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",5,2,2,"Real Bed","217.00",NA,"$450.00","$80.00",2,"$79.00",3,TRUE,2020-02-19,99,FALSE,"flexible",13002,56
"24018328","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,1,1,"Real Bed","65.00",NA,"$100.00","$55.00",2,"$7.00",1,TRUE,2020-05-31,93,TRUE,"strict_14_with_grace_period",8432,106
"24022914","100%","within a few hours",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",3,1,1,"Real Bed","119.00",NA,"$0.00","$45.00",2,"$15.00",2,TRUE,2020-05-21,100,FALSE,"strict_14_with_grace_period",598,5
"24023258","75%","within an hour",FALSE,"Magnolia","House","Private room",2,1,1,"Real Bed","45.00",NA,"$0.00","$0.00",1,"$5.00",1,TRUE,2020-03-09,95,FALSE,"flexible",4890,121
"24045054","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",6,1,2,"Real Bed","150.00",NA,NA,"$0.00",1,"$0.00",14,TRUE,2020-03-25,98,FALSE,"flexible",12668,153
"24063141","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,0,"Real Bed","170.00",NA,"$0.00","$47.00",3,"$20.00",30,TRUE,2020-06-08,96,TRUE,"strict_14_with_grace_period",3470,40
"24065252","100%","within an hour",FALSE,"Ballard","House","Entire home/apt",8,2,3,"Real Bed","350.00",NA,"$0.00","$165.00",6,"$0.00",6,TRUE,2020-05-30,95,FALSE,"moderate",34706,114
"24081619","100%","within an hour",FALSE,"Rainier Valley","Guest suite","Entire home/apt",6,1,2,"Real Bed","130.00",NA,"$0.00","$60.00",3,"$20.00",1,TRUE,2020-06-02,92,TRUE,"moderate",6577,82
"24082242","100%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","90.00",NA,"$250.00","$60.00",2,"$10.00",1,TRUE,2020-05-25,95,TRUE,"moderate",286,3
"24084594","100%","within an hour",TRUE,"Rainier Valley","Guesthouse","Entire home/apt",3,1,0,"Real Bed","60.00",NA,"$0.00","$45.00",4,"$0.00",1,TRUE,2020-03-14,99,TRUE,"moderate",12232,165
"24123401","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",12,2,5,"Real Bed","239.00",NA,"$250.00","$250.00",10,"$25.00",2,TRUE,2020-06-08,98,FALSE,"moderate",11204,37
"24129466","100%","within an hour",FALSE,"Rainier Valley","Townhouse","Entire home/apt",6,3,4,"Real Bed","160.00",NA,"$300.00","$100.00",4,"$15.00",2,TRUE,2020-01-04,91,FALSE,"moderate",480,3
"24132332","N/A","N/A",FALSE,"Rainier Valley","Guest suite","Entire home/apt",2,1,1,"Real Bed","70.00",NA,NA,"$45.00",2,"$0.00",3,TRUE,2020-02-29,96,FALSE,"moderate",10298,137
"24148044","90%","within an hour",TRUE,"Rainier Valley","House","Entire home/apt",8,1,3,"Real Bed","169.00",NA,"$500.00","$100.00",4,"$10.00",3,TRUE,2020-02-05,97,FALSE,"strict_14_with_grace_period",17495,75
"24151151","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",3,1,1,"Real Bed","85.00",NA,"$0.00","$45.00",3,"$0.00",1,TRUE,2020-06-03,98,TRUE,"strict_14_with_grace_period",6130,59
"24163874","100%","within an hour",TRUE,"Beacon Hill","Cottage","Entire home/apt",2,1,0,"Real Bed","62.00",NA,"$0.00","$32.00",2,"$0.00",1,TRUE,2020-06-14,99,FALSE,"flexible",1083,21
"24164483","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",12,3,6,"Real Bed","320.00",NA,"$500.00","$225.00",7,"$20.00",1,TRUE,2020-03-01,97,FALSE,"flexible",33650,76
"24166691","100%","within an hour",TRUE,"West Seattle","Guest suite","Entire home/apt",6,1,2,"Real Bed","105.00",NA,"$0.00","$120.00",2,"$25.00",3,TRUE,2020-06-07,98,TRUE,"moderate",19869,136
"24168046","90%","within a day",FALSE,"Cascade","Condominium","Entire home/apt",6,1,2,"Real Bed","50.00",NA,"$0.00","$137.00",1,"$0.00",1,TRUE,2020-01-26,84,FALSE,"flexible",1638,12
"24181688","100%","within an hour",TRUE,"Northgate","House","Private room",2,1,1,"Real Bed","65.00",NA,"$0.00","$35.00",2,"$15.00",1,TRUE,2020-02-19,96,TRUE,"moderate",3851,77
"24187274","100%","within an hour",TRUE,"Central Area","Guest suite","Entire home/apt",2,1,1,"Real Bed","125.00",NA,NA,"$40.00",1,"$0.00",2,TRUE,2020-02-17,99,FALSE,"moderate",2969,24
"24201272","100%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1,1,"Real Bed","99.00",NA,"$300.00","$120.00",1,"$0.00",30,TRUE,2020-04-19,98,TRUE,"strict_14_with_grace_period",6717,71
"24245145","N/A","N/A",TRUE,"Other neighborhoods","House","Entire home/apt",2,1,0,"Real Bed","70.00",NA,"$500.00","$50.00",2,"$0.00",2,TRUE,2020-02-24,98,FALSE,"strict_14_with_grace_period",15510,167
"24254138","100%","within an hour",TRUE,"Queen Anne","House","Entire home/apt",4,1.5,2,"Real Bed","169.00",NA,NA,"$75.00",1,"$0.00",3,TRUE,2020-03-09,96,TRUE,"moderate",17333,103
"24263357","100%","within an hour",TRUE,"Ballard","Townhouse","Entire home/apt",8,2.5,3,"Real Bed","350.00",NA,"$1,000.00","$150.00",1,"$0.00",1,TRUE,2020-06-02,93,FALSE,"flexible",4557,27
"24263787","100%","within an hour",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,0,"Real Bed","90.00",NA,"$100.00","$25.00",1,"$0.00",2,TRUE,2020-03-31,100,TRUE,"moderate",2908,34
"24288203","100%","within an hour",FALSE,"West Seattle","Guest suite","Entire home/apt",2,1,1,"Real Bed","150.00",NA,"$0.00","$30.00",2,"$0.00",2,TRUE,2020-06-15,96,TRUE,"flexible",6314,101
"24360199","100%","within an hour",TRUE,"Lake City","House","Entire home/apt",4,1,1,"Real Bed","120.00",NA,"$100.00","$20.00",2,"$35.00",1,TRUE,2020-06-09,95,FALSE,"moderate",6081,50
"24393004","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",6,2,2,"Real Bed","229.00",NA,"$0.00","$110.00",1,"$0.00",3,TRUE,2020-06-06,100,TRUE,"moderate",11523,58
"24395100","100%","within a day",TRUE,"Queen Anne","House","Entire home/apt",14,3.5,7,"Real Bed","550.00",NA,"$500.00","$300.00",1,"$0.00",2,TRUE,2020-03-09,97,TRUE,"strict_14_with_grace_period",36200,45
"24398635","100%","within an hour",FALSE,"West Seattle","Apartment","Entire home/apt",4,1,1,"Real Bed","104.00",NA,"$0.00","$50.00",1,"$10.00",30,TRUE,2020-05-09,96,TRUE,"strict_14_with_grace_period",1156,19
"24410427","100%","within an hour",FALSE,"Other neighborhoods","Guesthouse","Entire home/apt",5,1,2,"Real Bed","90.00",NA,"$0.00","$30.00",1,"$0.00",1,TRUE,2020-05-24,97,TRUE,"flexible",844,7
"24433183","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",2,1,1,"Real Bed","115.00",NA,"$0.00","$25.00",2,"$20.00",2,TRUE,2020-02-15,99,TRUE,"moderate",10523,85
"24434540","N/A","N/A",TRUE,"Central Area","House","Private room",2,1.5,1,"Real Bed","38.00",NA,"$0.00","$20.00",1,"$15.00",1,TRUE,2020-02-08,99,FALSE,"flexible",10020,167
"24443627","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",6,1.5,2,"Real Bed","130.00",NA,"$350.00","$70.00",2,"$15.00",1,TRUE,2020-05-31,100,TRUE,"flexible",7672,79
"24454685","N/A","N/A",TRUE,"Central Area","Townhouse","Entire home/apt",7,2,3,"Real Bed","350.00",NA,"$300.00","$175.00",2,"$25.00",7,TRUE,2020-01-20,98,FALSE,"strict_14_with_grace_period",58425,167
"24473699","100%","within a few hours",TRUE,"Northgate","Guest suite","Entire home/apt",4,1,1,"Real Bed","120.00",NA,"$0.00","$50.00",2,"$15.00",2,TRUE,2020-02-15,100,FALSE,"flexible",8952,100
"24479408","N/A","N/A",FALSE,"Capitol Hill","Loft","Entire home/apt",3,1,1,"Real Bed","250.00",NA,"$0.00","$50.00",3,"$25.00",3,TRUE,2020-02-03,100,TRUE,"flexible",13625,75
"24480726","N/A","N/A",TRUE,"Capitol Hill","House","Private room",2,1,1,"Real Bed","135.00",NA,"$100.00","$30.00",1,"$0.00",5,TRUE,2020-03-17,98,FALSE,"moderate",15858,166
"24493115","100%","within a few hours",TRUE,"Ballard","House","Private room",2,1,1,"Real Bed","99.00",NA,"$500.00","$85.00",1,"$0.00",1,TRUE,2020-01-19,99,FALSE,"moderate",12763,137
"24494128","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",3,2,2,"Real Bed","156.00",NA,"$0.00","$120.00",4,"$10.00",5,TRUE,2020-05-31,100,TRUE,"strict_14_with_grace_period",35510,167
"24519640","N/A","N/A",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1,1,"Real Bed","130.00",NA,"$0.00","$60.00",2,"$25.00",2,TRUE,2020-02-08,95,TRUE,"moderate",3372,41
"24542229","100%","within an hour",TRUE,"Other neighborhoods","Guesthouse","Entire home/apt",4,1,0,"Real Bed","100.00",NA,"$0.00","$25.00",2,"$10.00",30,TRUE,2020-06-13,100,FALSE,"flexible",485,7
"24555437","100%","within an hour",TRUE,"Queen Anne","House","Entire home/apt",4,1,1,"Real Bed","150.00",NA,"$1,000.00","$80.00",2,"$20.00",30,TRUE,2020-03-23,100,FALSE,"flexible",6980,48
"24561301","100%","within an hour",FALSE,"Queen Anne","House","Entire home/apt",4,1,2,"Real Bed","90.00",NA,"$150.00","$50.00",4,"$20.00",3,TRUE,2020-03-27,93,FALSE,"strict_14_with_grace_period",9360,100
